0.0,11856.0,8.3651320529734,145.4973394768048,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,5.0
1.0,11960.0,151.35740669696585,128.43201004930935,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,1.0
2.0,11937.0,198.58886953884098,31.710528404968308,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,2.0
3.0,11642.0,87.12616290078053,176.93471476745236,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,5.0
4.0,11667.0,177.87663920253686,137.4711320943664,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,1.0
5.0,11629.0,198.74333406466332,157.8210529946627,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,1.0
6.0,11650.0,133.48528311376077,123.4411605773544,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,0.0
7.0,11539.0,95.23748851080951,154.4656334047426,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,5.0
8.0,11659.0,91.3689501932597,131.46402617028156,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,5.0
9.0,11584.0,15.67759118706531,172.96918139117818,123.93495636014423,110.36708339846875,188.64696096856957,139.7484331269558,117.54458233007439,17.855182601549036,43.36507199593669,55.0325740960212,20.43886780464692,9.183667178935174,58.36389537497935,139.48737254639485,75.6648970682118,70.25942344506572,4.0
